Customer_ID,Name,Email,Phone,Gender,Age
100,suresh gupta,suresh.gupta@email.com,,male,
101,ARJUN KULKARNI,arjun.kulkarni@email.com,8481367606,MALE,-8.0
102,sAnDeEp rAo,sandeep.rao@email.com,9623708840,F,141.0
103,Deepika Pandey,deepika.pandey@email.com,8117574539,Male,50.0
104,Meera Gupta,meera.gupta@email.com,7811653542,Male,61.0
105,sai yadav,sai.yadav@email.com,9773210779,Male,50.0
106,ARJUN PANDEY,arjun.pandey@email.com,8851319995,Female,19.0
107,sAi pAtIl,sai.patil@email.com,8225078951,Female,53.0
108,Ishaan Rao,ishaan.rao@email.com,9842572396,Female,75.0
109,Simran Choudhury,simran.choudhury@email.com,7200550700,Male,73.0
110,riya gupta,riya.gupta@email.com,9262195478,Male,24.0
111,ARJUN YADAV,arjun.yadav@email.com,8348066078,Male,33.0
112,rOhIt jOsHi,rohit.joshi@email.com,9442294850,male,23.0
113,Pooja Singh,pooja.singh@email.com,8424039274,FEMALE,62.0
114,Neha Yadav,neha.yadav@email.com,9412070304,M,21.0
115,karan gupta,karan.gupta@email.com,,Male,22.0
116,DIYA YADAV,diya.yadav@email.com,7495500653,Female,31.0
117,sNeHa mEhTa,sneha.mehta@email.com,8362370499,Male,52.0
118,Priya Banerjee,priya.banerjee@email.com,8130224539,Male,60.0
119,Neha Reddy,neha.reddy@email.com,9182871223,Female,50.0
120,meera rao,meera.rao@email.com,7042076275,Female,
121,AARAV PATEL,aarav.patel@email.com,7961035403,Male,-10.0
122,pRiYa yAdAv,priya.yadav@email.com,7635897921,Male,136.0
123,Vihaan Singh,vihaan.singh@email.com,9974672173,Male,72.0
124,Sanjay Mehta,sanjay.mehta@email.com,7843720138,female,40.0
125,karan kulkarni,karan.kulkarni@email.com,9959191921,FEMALE,40.0
126,SNEHA IYER,sneha.iyer@email.com,9918104586,M,41.0
127,sUnItA GuPtA,sunita.gupta@email.com,9966195636,Male,30.0
128,Kiran Yadav,kiran.yadav@email.com,8696350245,Female,47.0
129,Kavita Choudhury,kavita.choudhury@email.com,9249710563,Male,61.0
130,ramesh mehta,ramesh.mehta@email.com,,Male,27.0
131,VIHAAN VERMA,vihaan.verma@email.com,7967485733,Male,59.0
132,aArAv gIlL,aarav.gill@email.com,7728645911,Female,60.0
133,Simran Chatterjee,simran.chatterjee@email.com,9374884941,Female,46.0
134,Amit Gill,amit.gill@email.com,7827424723,Male,26.0
135,krishna mehta,krishna.mehta@email.com,8670454249,Male,72.0
136,SANDEEP DAS,sandeep.das@email.com,7923885778,female,32.0
137,rAjEsH IyEr,rajesh.iyer@email.com,8036414160,FEMALE,55.0
138,Vihaan Gupta,vihaan.gupta@email.com,9481234382,F,34.0
139,Saisha Das,saisha.das@email.com,7709209002,Male,57.0
140,krishna mehta,krishna.mehta1@email.com,7419423697,Male,
141,ARJUN SEN,arjun.sen@email.com,7959391582,Female,-5.0
142,sAi sEn,sai.sen@email.com,7343538819,Female,119.0
143,Sunita Singh,sunita.singh@email.com,9566974853,Male,71.0
144,Saisha Rao,saisha.rao@email.com,8246308127,Female,35.0
145,rajesh chatterjee,rajesh.chatterjee@email.com,,Male,51.0
146,ROHIT GUPTA,rohit.gupta@email.com,7747664702,Male,37.0
147,vIkRaM DaS,vikram.das@email.com,9547372211,Male,65.0
148,Rahul Gill,rahul.gill@email.com,9124795211,male,41.0
149,Shaurya Reddy,shaurya.reddy@email.com,7710029671,MALE,54.0
150,suresh das,suresh.das@email.com,8410948406,M,27.0
151,KRISHNA SEN,krishna.sen@email.com,8025456739,Female,73.0
152,sUnItA ReDdY,sunita.reddy@email.com,9667922611,Male,28.0
153,Aarav Iyer,aarav.iyer@email.com,8640228022,Male,45.0
154,Sai Chatterjee,sai.chatterjee@email.com,7698013752,Male,47.0
155,ramesh prasad,ramesh.prasad@email.com,8954004320,Male,66.0
156,RAJESH SEN,rajesh.sen@email.com,7715429489,Female,40.0
157,kIrAn nAiR,kiran.nair@email.com,8683629854,Female,34.0
158,Sneha Patel,sneha.patel@email.com,8880840564,Female,66.0
159,Ananya Joshi,ananya.joshi@email.com,8594619621,Male,53.0
160,kiran gupta,kiran.gupta@email.com,,male,
161,SAI CHOUDHURY,sai.choudhury@email.com,7619274444,MALE,-12.0
162,kArAn bHaT,karan.bhat@email.com,7827495822,F,119.0
163,Kavita Chatterjee,kavita.chatterjee@email.com,8355431652,Female,20.0
164,Sneha Bhat,sneha.bhat@email.com,8783689405,Female,73.0
165,arjun choudhury,arjun.choudhury@email.com,7547461493,Female,59.0
166,SAISHA NAIR,saisha.nair@email.com,9833778006,Female,32.0
167,sAiShA IyEr,saisha.iyer@email.com,7771120303,Female,27.0
168,Pooja Banerjee,pooja.banerjee@email.com,8571086291,Female,58.0
169,Amit Choudhury,amit.choudhury@email.com,8684250992,Female,62.0
170,amit choudhury,amit.choudhury1@email.com,8134255929,Female,35.0
171,AARAV SEN,aarav.sen@email.com,9799789728,Male,58.0
172,rOhIt mIsHrA,rohit.mishra@email.com,8676869634,female,64.0
173,Aditya Gupta,aditya.gupta@email.com,8342783521,FEMALE,69.0
174,Suresh Bhat,suresh.bhat@email.com,8840726638,F,23.0
175,deepika sharma,deepika.sharma@email.com,,,52.0
176,SAI CHOUDHURY,sai.choudhury1@email.com,8665891208,Female,57.0
177,nEhA PaNdEy,neha.pandey@email.com,7647610091,Male,74.0
178,Rahul Kumar,rahul.kumar@email.com,8467947140,Female,57.0
179,Kiran Rao,kiran.rao@email.com,7624239396,Male,43.0
180,rajesh joshi,rajesh.joshi@email.com,7980269039,Male,
181,NEHA JOSHI,neha.joshi@email.com,9283190811,Female,-13.0
182,sAi yAdAv,sai.yadav1@email.com,7137502141,Male,138.0
183,Vikram Banerjee,vikram.banerjee@email.com,9159078549,Male,48.0
184,Deepika Iyer,deepika.iyer@email.com,9174831165,female,42.0
185,simran reddy,simran.reddy@email.com,8547168584,MALE,44.0
186,RIYA CHOUDHURY,riya.choudhury@email.com,8404631908,M,45.0
187,aRjUn bHaT,arjun.bhat@email.com,9310956489,Female,73.0
188,Ananya Reddy,ananya.reddy@email.com,9315148351,Female,54.0
189,Neha Iyer,neha.iyer@email.com,9986609821,Female,39.0
190,rahul sharma,rahul.sharma@email.com,,Male,73.0
191,KRISHNA SEN,krishna.sen1@email.com,9416072433,Female,67.0
192,sAiShA VeRmA,saisha.verma@email.com,7166264427,Male,40.0
193,Sunita Patel,sunita.patel@email.com,8655329029,Male,66.0
194,Amit Reddy,amit.reddy@email.com,8144152563,Female,73.0
195,vivaan iyer,vivaan.iyer@email.com,7403446249,Male,69.0
196,ANIL PRASAD,anil.prasad@email.com,8082553333,male,22.0
197,kArAn pAnDeY,karan.pandey@email.com,7517396112,MALE,56.0
198,Krishna Gill,krishna.gill@email.com,9096455686,F,73.0
199,Sneha Kumar,sneha.kumar@email.com,8043205340,Female,22.0
200,saisha mishra,saisha.mishra@email.com,9545784863,,
201,KRISHNA VERMA,krishna.verma@email.com,8183751244,Male,-10.0
202,sUrEsH KuLkArNi,suresh.kulkarni@email.com,8760633532,Male,115.0
203,Krishna Patil,krishna.patil@email.com,8963593378,Male,59.0
204,Sunita Banerjee,sunita.banerjee@email.com,8039371912,Male,50.0
205,rahul bhat,rahul.bhat@email.com,,Male,60.0
206,RIYA GILL,riya.gill@email.com,9131878144,Male,46.0
207,sUrEsH GiLl,suresh.gill@email.com,9722979165,Female,47.0
208,Suresh Gill,suresh.gill1@email.com,8541168043,male,63.0
209,Simran Patel,simran.patel@email.com,8014580988,MALE,44.0
210,ananya kulkarni,ananya.kulkarni@email.com,9330230731,M,36.0
211,SANJAY PRASAD,sanjay.prasad@email.com,7746902196,Female,25.0
212,sUrEsH MeHtA,suresh.mehta@email.com,8126608456,Male,63.0
213,Krishna Reddy,krishna.reddy@email.com,8035165395,Male,42.0
214,Sanjay Verma,sanjay.verma@email.com,9337302615,Female,26.0
215,vivaan patil,vivaan.patil@email.com,9368694117,Female,20.0
216,SURESH JOSHI,suresh.joshi@email.com,7783338406,Female,40.0
217,aNaNyA PaNdEy,ananya.pandey@email.com,8274449316,Female,69.0
218,Simran Rao,simran.rao@email.com,7706853063,Female,28.0
219,Kavita Patil,kavita.patil@email.com,8083929906,Female,50.0
220,ishaan sharma,ishaan.sharma@email.com,,male,
221,KAVITA VERMA,kavita.verma@email.com,7073356693,MALE,-13.0
222,sImRaN PaTiL,simran.patil@email.com,8329015917,F,149.0
223,Suresh Prasad,suresh.prasad@email.com,8210179899,Female,63.0
224,Diya Chatterjee,diya.chatterjee@email.com,9221771329,Male,33.0
225,meera sharma,meera.sharma@email.com,8538560397,,67.0
226,KIRAN SEN,kiran.sen@email.com,7130451855,Male,45.0
227,kArAn vErMa,karan.verma@email.com,7531929520,Male,58.0
228,Neha Rao,neha.rao@email.com,7660655169,Female,71.0
229,Vivaan Sharma,vivaan.sharma@email.com,7065674646,Female,59.0
230,ramesh das,ramesh.das@email.com,7862004426,Female,73.0
231,SNEHA BHAT,sneha.bhat1@email.com,8913534220,Female,42.0
232,kIrAn mEhTa,kiran.mehta@email.com,7897119484,male,43.0
233,Karan Choudhury,karan.choudhury@email.com,7230486458,FEMALE,26.0
234,Amit Bhat,amit.bhat@email.com,8734515057,F,70.0
235,sai kumar,sai.kumar@email.com,,Male,43.0
236,VIKRAM NAIR,vikram.nair@email.com,9971550134,Female,27.0
237,kArAn kUmAr,karan.kumar@email.com,8933685554,Female,48.0
238,Vihaan Patil,vihaan.patil@email.com,8695776049,Male,64.0
239,Ananya Sen,ananya.sen@email.com,8166816091,Male,46.0
240,sneha iyer,sneha.iyer1@email.com,7425648775,Female,
