Customer_ID,Name,Email,Phone,Gender,Age
100,sai kulkarni,sai.kulkarni@email.com,,male,
101,SURESH PANDEY,suresh.pandey@email.com,9831067988,FEMALE,-8.0
102,vIkRaM SiNgH,vikram.singh@email.com,8367606524,F,145.0
103,Neha Yadav,neha.yadav@email.com,8872032298,Female,31.0
104,Meera Kulkarni,meera.kulkarni@email.com,9422525832,Male,50.0
105,meera gupta,meera.gupta@email.com,7811653542,Male,61.0
106,SAI YADAV,sai.yadav@email.com,9773210779,Male,50.0
107,aRjUn pAnDeY,arjun.pandey@email.com,8851319995,Female,19.0
108,Sai Patil,sai.patil@email.com,8225078951,Female,53.0
109,Ishaan Rao,ishaan.rao@email.com,9842572396,Female,75.0
110,simran choudhury,simran.choudhury@email.com,7200550700,Male,73.0
111,RIYA GUPTA,riya.gupta@email.com,9262195478,Male,24.0
112,aRjUn yAdAv,arjun.yadav@email.com,8348066078,male,33.0
113,Rohit Joshi,rohit.joshi@email.com,9442294850,MALE,23.0
114,Pooja Singh,pooja.singh@email.com,8424039274,F,62.0
115,neha yadav,neha.yadav1@email.com,,Female,27.0
116,ROHIT REDDY,rohit.reddy@email.com,7955705581,Male,72.0
117,sHaUrYa gUpTa,shaurya.gupta@email.com,9084955006,Female,34.0
118,Priya Yadav,priya.yadav@email.com,9321649906,Male,22.0
119,Rahul Joshi,rahul.joshi@email.com,9298831876,Male,60.0
120,neha reddy,neha.reddy@email.com,9182871223,Female,
121,MEERA RAO,meera.rao@email.com,7042076275,Female,-15.0
122,sAi gUpTa,sai.gupta@email.com,9958511387,Male,132.0
123,Priya Yadav,priya.yadav1@email.com,7635897921,Male,74.0
124,Kiran Sharma,kiran.sharma@email.com,7739888271,male,72.0
125,sanjay mehta,sanjay.mehta@email.com,7843720138,FEMALE,40.0
126,KARAN KULKARNI,karan.kulkarni@email.com,9959191921,F,40.0
127,sNeHa iYeR,sneha.iyer@email.com,9918104586,Male,41.0
128,Sunita Gupta,sunita.gupta@email.com,9966195636,Male,30.0
129,Kiran Yadav,kiran.yadav@email.com,8696350245,Female,47.0
130,kavita choudhury,kavita.choudhury@email.com,,Male,50.0
131,SANJAY BHAT,sanjay.bhat@email.com,7626609238,Male,19.0
132,vIvAaN MeHtA,vivaan.mehta@email.com,8674857331,Male,75.0
133,Arjun Gill,arjun.gill@email.com,8286459114,Female,66.0
134,Kavita Mishra,kavita.mishra@email.com,9849418478,Female,67.0
135,simran das,simran.das@email.com,9247238013,Male,63.0
136,PRIYA GUPTA,priya.gupta@email.com,8454249568,female,48.0
137,aArAv pAtIl,aarav.patil@email.com,8789475622,FEMALE,49.0
138,Vihaan Kulkarni,vihaan.kulkarni@email.com,8677899595,M,23.0
139,Sunita Kumar,sunita.kumar@email.com,8123438294,Male,48.0
140,vihaan bhat,vihaan.bhat@email.com,9092090028,Male,
141,ADITYA DAS,aditya.das@email.com,9194236977,Male,-14.0
142,vIhAaN ReDdY,vihaan.reddy@email.com,9693706617,Male,146.0
143,Vivaan Patil,vivaan.patil@email.com,9435388196,Female,63.0
144,Krishna Iyer,krishna.iyer@email.com,7792854472,Male,71.0
145,saisha rao,saisha.rao@email.com,,Female,33.0
146,ANIL SEN,anil.sen@email.com,9634343225,Female,53.0
147,aArAv bAnErJeE,aarav.banerjee@email.com,7074766470,Male,43.0
148,Pooja Reddy,pooja.reddy@email.com,9545473722,male,64.0
149,Rohit Nair,rohit.nair@email.com,7796172575,MALE,71.0
