Customer_ID,Name,Email,Phone,Gender,Age
100,Sai Kulkarni,sai.kulkarni@email.com,Unknown,Male,48
101,Suresh Pandey,suresh.pandey@email.com,9831067988.0,Female,48
102,Vikram Singh,vikram.singh@email.com,8367606524.0,Female,48
103,Neha Yadav,neha.yadav@email.com,8872032298.0,Female,31
104,Meera Kulkarni,meera.kulkarni@email.com,9422525832.0,Male,50
105,Meera Gupta,meera.gupta@email.com,7811653542.0,Male,61
106,Sai Yadav,sai.yadav@email.com,9773210779.0,Male,50
107,Arjun Pandey,arjun.pandey@email.com,8851319995.0,Female,19
108,Sai Patil,sai.patil@email.com,8225078951.0,Female,53
109,Ishaan Rao,ishaan.rao@email.com,9842572396.0,Female,75
110,Simran Choudhury,simran.choudhury@email.com,7200550700.0,Male,73
111,Riya Gupta,riya.gupta@email.com,9262195478.0,Male,24
112,Arjun Yadav,arjun.yadav@email.com,8348066078.0,Male,33
113,Rohit Joshi,rohit.joshi@email.com,9442294850.0,Male,23
114,Pooja Singh,pooja.singh@email.com,8424039274.0,Female,62
115,Neha Yadav,neha.yadav1@email.com,Unknown,Female,27
116,Rohit Reddy,rohit.reddy@email.com,7955705581.0,Male,72
117,Shaurya Gupta,shaurya.gupta@email.com,9084955006.0,Female,34
118,Priya Yadav,priya.yadav@email.com,9321649906.0,Male,22
119,Rahul Joshi,rahul.joshi@email.com,9298831876.0,Male,60
120,Neha Reddy,neha.reddy@email.com,9182871223.0,Female,48
121,Meera Rao,meera.rao@email.com,7042076275.0,Female,48
122,Sai Gupta,sai.gupta@email.com,9958511387.0,Male,48
123,Priya Yadav,priya.yadav1@email.com,7635897921.0,Male,74
124,Kiran Sharma,kiran.sharma@email.com,7739888271.0,Male,72
125,Sanjay Mehta,sanjay.mehta@email.com,7843720138.0,Female,40
126,Karan Kulkarni,karan.kulkarni@email.com,9959191921.0,Female,40
127,Sneha Iyer,sneha.iyer@email.com,9918104586.0,Male,41
128,Sunita Gupta,sunita.gupta@email.com,9966195636.0,Male,30
129,Kiran Yadav,kiran.yadav@email.com,8696350245.0,Female,47
130,Kavita Choudhury,kavita.choudhury@email.com,Unknown,Male,50
131,Sanjay Bhat,sanjay.bhat@email.com,7626609238.0,Male,19
132,Vivaan Mehta,vivaan.mehta@email.com,8674857331.0,Male,75
133,Arjun Gill,arjun.gill@email.com,8286459114.0,Female,66
134,Kavita Mishra,kavita.mishra@email.com,9849418478.0,Female,67
135,Simran Das,simran.das@email.com,9247238013.0,Male,63
136,Priya Gupta,priya.gupta@email.com,8454249568.0,Female,48
137,Aarav Patil,aarav.patil@email.com,8789475622.0,Female,49
138,Vihaan Kulkarni,vihaan.kulkarni@email.com,8677899595.0,Male,23
139,Sunita Kumar,sunita.kumar@email.com,8123438294.0,Male,48
140,Vihaan Bhat,vihaan.bhat@email.com,9092090028.0,Male,48
141,Aditya Das,aditya.das@email.com,9194236977.0,Male,48
142,Vihaan Reddy,vihaan.reddy@email.com,9693706617.0,Male,48
143,Vivaan Patil,vivaan.patil@email.com,9435388196.0,Female,63
144,Krishna Iyer,krishna.iyer@email.com,7792854472.0,Male,71
145,Saisha Rao,saisha.rao@email.com,Unknown,Female,33
146,Anil Sen,anil.sen@email.com,9634343225.0,Female,53
147,Aarav Banerjee,aarav.banerjee@email.com,7074766470.0,Male,43
148,Pooja Reddy,pooja.reddy@email.com,9545473722.0,Male,64
149,Rohit Nair,rohit.nair@email.com,7796172575.0,Male,71
150,Rohit Reddy,rohit.reddy1@email.com,7337100296.0,Female,24
151,Aarav Sen,aarav.sen@email.com,8441094840.0,Male,27
152,Krishna Sen,krishna.sen@email.com,8025456739.0,Female,73
153,Sunita Reddy,sunita.reddy@email.com,9667922611.0,Male,28
154,Aarav Iyer,aarav.iyer@email.com,8640228022.0,Male,45
155,Sai Chatterjee,sai.chatterjee@email.com,7698013752.0,Male,47
156,Ramesh Prasad,ramesh.prasad@email.com,8954004320.0,Male,66
157,Rajesh Sen,rajesh.sen@email.com,7715429489.0,Female,40
158,Kiran Nair,kiran.nair@email.com,8683629854.0,Female,34
159,Sneha Patel,sneha.patel@email.com,8880840564.0,Female,66
160,Ananya Joshi,ananya.joshi@email.com,Unknown,Female,48
161,Aditya Reddy,aditya.reddy@email.com,8840677304.0,Male,48
162,Sai Choudhury,sai.choudhury@email.com,7619274444.0,Male,48
163,Karan Bhat,karan.bhat@email.com,7827495822.0,Female,73
164,Krishna Choudhury,krishna.choudhury@email.com,9437398923.0,Female,20
165,Sneha Bhat,sneha.bhat@email.com,8783689405.0,Female,73
166,Arjun Choudhury,arjun.choudhury@email.com,7547461493.0,Female,59
167,Saisha Nair,saisha.nair@email.com,9833778006.0,Female,32
168,Saisha Iyer,saisha.iyer@email.com,7771120303.0,Female,27
169,Pooja Banerjee,pooja.banerjee@email.com,8571086291.0,Female,58
170,Amit Choudhury,amit.choudhury@email.com,8684250992.0,Female,62
171,Amit Choudhury,amit.choudhury1@email.com,8134255929.0,Female,35
172,Aarav Sen,aarav.sen1@email.com,9799789728.0,Male,58
173,Rohit Mishra,rohit.mishra@email.com,8676869634.0,Female,64
174,Aditya Gupta,aditya.gupta@email.com,8342783521.0,Female,69
175,Suresh Bhat,suresh.bhat@email.com,Unknown,Female,69
176,Sai Choudhury,sai.choudhury1@email.com,7198799837.0,Male,34
177,Rahul Patel,rahul.patel@email.com,8372363646.0,Female,57
178,Neha Pandey,neha.pandey@email.com,7647610091.0,Male,74
179,Rahul Kumar,rahul.kumar@email.com,8467947140.0,Female,57
180,Kiran Rao,kiran.rao@email.com,7624239396.0,Male,48
181,Rajesh Joshi,rajesh.joshi@email.com,7980269039.0,Male,48
182,Neha Joshi,neha.joshi@email.com,9283190811.0,Female,48
183,Sai Yadav,sai.yadav1@email.com,7137502141.0,Male,48
184,Kavita Gill,kavita.gill@email.com,8515907854.0,Male,21
185,Sanjay Kulkarni,sanjay.kulkarni@email.com,8649006026.0,Female,42
186,Simran Reddy,simran.reddy@email.com,8547168584.0,Male,44
187,Riya Choudhury,riya.choudhury@email.com,8404631908.0,Male,45
188,Arjun Bhat,arjun.bhat@email.com,9310956489.0,Female,73
189,Ananya Reddy,ananya.reddy@email.com,9315148351.0,Female,54
190,Neha Iyer,neha.iyer@email.com,Unknown,Male,56
191,Rajesh Sharma,rajesh.sharma@email.com,7279311607.0,Male,23
192,Simran Joshi,simran.joshi@email.com,8433775001.0,Male,61
193,Saisha Rao,saisha.rao1@email.com,8644271426.0,Female,51
194,Ramesh Verma,ramesh.verma@email.com,7350321230.0,Female,29
195,Aditya Kulkarni,aditya.kulkarni@email.com,9758808009.0,Female,54
196,Sunita Sen,sunita.sen@email.com,8741038689.0,Male,45
197,Arjun Mehta,arjun.mehta@email.com,8553333151.0,Male,75
198,Rahul Patil,rahul.patil@email.com,9961121170.0,Female,47
199,Kavita Yadav,kavita.yadav@email.com,9693934467.0,Male,40
200,Karan Gupta,karan.gupta@email.com,8403269053.0,Female,48
201,Rohit Nair,rohit.nair1@email.com,9410183751.0,Male,48
202,Kavita Banerjee,kavita.banerjee@email.com,9639376063.0,Female,48
203,Sandeep Reddy,sandeep.reddy@email.com,8769835139.0,Female,26
204,Saisha Reddy,saisha.reddy@email.com,9378687656.0,Female,50
205,Vikram Sharma,vikram.sharma@email.com,Unknown,Female,37
206,Shaurya Joshi,shaurya.joshi@email.com,8942108178.0,Male,60
207,Riya Gill,riya.gill@email.com,9131878144.0,Male,46
208,Suresh Gill,suresh.gill@email.com,9722979165.0,Female,47
209,Suresh Gill,suresh.gill1@email.com,8541168043.0,Male,63
210,Simran Patel,simran.patel@email.com,8014580988.0,Male,44
211,Ananya Kulkarni,ananya.kulkarni@email.com,9330230731.0,Male,36
212,Sanjay Prasad,sanjay.prasad@email.com,7746902196.0,Female,25
213,Suresh Mehta,suresh.mehta@email.com,8126608456.0,Male,63
214,Krishna Reddy,krishna.reddy@email.com,8035165395.0,Male,42
215,Sanjay Verma,sanjay.verma@email.com,9337302615.0,Female,26
216,Vivaan Patil,vivaan.patil1@email.com,9368694117.0,Female,20
217,Suresh Joshi,suresh.joshi@email.com,7783338406.0,Female,40
218,Ananya Pandey,ananya.pandey@email.com,8274449316.0,Female,69
219,Simran Rao,simran.rao@email.com,7706853063.0,Female,28
220,Kavita Patil,kavita.patil@email.com,Unknown,Female,48
221,Rahul Mishra,rahul.mishra@email.com,8299063869.0,Male,48
222,Kavita Verma,kavita.verma@email.com,7073356693.0,Male,48
223,Simran Patil,simran.patil@email.com,8329015917.0,Female,31
224,Suresh Prasad,suresh.prasad@email.com,8210179899.0,Female,63
225,Diya Chatterjee,diya.chatterjee@email.com,9221771329.0,Female,33
226,Meera Sharma,meera.sharma@email.com,8538560397.0,Female,67
227,Kiran Sen,kiran.sen@email.com,7130451855.0,Male,45
228,Karan Verma,karan.verma@email.com,7531929520.0,Male,58
229,Neha Rao,neha.rao@email.com,7660655169.0,Female,71
230,Vivaan Sharma,vivaan.sharma@email.com,7065674646.0,Female,59
231,Ramesh Das,ramesh.das@email.com,7862004426.0,Female,73
232,Sneha Bhat,sneha.bhat1@email.com,8913534220.0,Female,42
233,Kiran Mehta,kiran.mehta@email.com,7897119484.0,Male,43
234,Karan Choudhury,karan.choudhury@email.com,7230486458.0,Female,26
235,Amit Bhat,amit.bhat@email.com,Unknown,Female,66
236,Deepika Patil,deepika.patil@email.com,7451505729.0,Male,26
237,Arjun Kulkarni,arjun.kulkarni@email.com,8739715501.0,Female,69
238,Sanjay Banerjee,sanjay.banerjee@email.com,8181933685.0,Female,63
239,Ramesh Das,ramesh.das1@email.com,7369577604.0,Male,64
240,Ananya Sen,ananya.sen@email.com,8166816091.0,Male,48
241,Sneha Iyer,sneha.iyer1@email.com,7425648775.0,Female,48
242,Simran Kulkarni,simran.kulkarni@email.com,8945568682.0,Female,48
